Customer #,Name,Address,City,ST,Zip,Phone,Category,Custom Category
181855,Rita's Twisty Freeze,3780 W Huron Rd,Standish,MI,48658-6610,989 225-5421,Sells Ice Cream,SELLS ICE CREAM
180068,River Ridge Family Campground,1989 W Pine River Rd,Breckenridge,MI,48615,989-842-5184,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
180577,River View Campground,5755 N. Townline Rd,Sterling,MI,48659-6610,989 654-2447,Milk,MILK
180030,Riverdale High Hills,10958 W. Monroe Rd,Riverdale,MI,48877-1768,989 833-7100,Milk,MILK
180048,Rivermart Inc.,10450 S. Warner Ave.,Fremont,MI,49412-3080,231 924-7952,Milk,MILK
180052,Riverside Canoes,5042 Scenic Hwy,Honor,MI,49640-2206,231 325-5622,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
180580,Riverview Coffee,108 S Saginaw St,Byron,MI,48418,989-721-0306,Milk,MILK
181169,Roadtrip Oasis #751 Perry,3034 W. Lansing Rd,Perry,MI,48872-1818,517 6251112,Milk,MILK
180849,Rochette Party Store,508 N James St,Grayling,MI,49738-1818,989 348-9612,Milk,MILK
180855,Rock Church,3710 Chicago Dr,Grandville,MI,49418,616-970-3605,Serves Soft Serve,SERVES SOFT SERVE
110483,Rocky Top Frozen Treats,500 W Ervin Rd,Van Wert,OH,45891,419-238-4800,Serves Soft Serve,SERVES SOFT SERVE
182609,Rodriguez Supermarket #1,2829 Division SW,Wyoming,MI,49548,616-246-0970,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
182607,Rodriguez Supermarket #2,1428 Grandville Ave.,Grand Rapids,MI,49503-1768,616 371-1233,Milk,MILK
182623,Rogers Fam Mkt Lake City IC,5760 West Houghton Lake Road,Lake City,MI,49651-6610,231 295-1208,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
182625,Rogers Fam Mkt Lake City MILK,5760 West Houghton Lake Road,Lake City,MI,49651-6610,231-295-1208,Milk,MILK
182626,Rogers Family Mkt Auburn IC,985 W. Midland Rd.,Auburn,MI,48611-9725,989-662-2352,Serves Ice Cream,SERVES ICE CREAM
182619,Rogers Family Mkt Auburn MILK,985 W. Midland Rd.,Auburn,MI,48611-9725,989 662-2352,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
182620,Rogers Family Mkt Glennie MILK,3257 S State Rd,Glennie,MI,48737-6610,989 735-3361,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
182621,Rogers Family Mkt Hale MILK,3195 N  M65,Hale,MI,48739-6610,989 728-2711,Milk,MILK
182622,Rogers Family Mkt Oscoda MILK,5112  US 23,Oscoda,MI,48750-6610,989 569-6304,Milk,MILK
180705,Roosters Food Mart,1607 Lakeshore Dr,St Joseph,MI,49085-1768,269 983-4381,Milk,MILK
180706,Root Coffee House,120 E. Main,Fennville,MI,49408-3080,269 512-1171,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
180700,Rooted,520 South Williams St,Mancelona,MI,49659-1818,231 916-2520,Sells Ice Cream,SELLS ICE CREAM
182661,Rosati's Mkt #2 Beaverton IC,360 N Ross St,Beaverton,MI,48612,989-435-7712,Serves Ice Cream,SERVES ICE CREAM
182651,Rosati's Mkt #2 Beaverton MILK,360 N Ross St,Beaverton,MI,48612,989-435-7712,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
182663,Rosati's Mkt #3 Beaverton IC,4516 M-30,Beaverton,MI,48612,989-435-9131,Serves Ice Cream,SERVES ICE CREAM
182654,Rosati's Mkt #3 Beaverton MILK,4516 M-30,Beaverton,MI,48612,989-435-9131,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
182659,Rosati's Mkt Hemlock IC,176 Hemlock Plaza Dr,Hemlock,MI,48626,989-301-0129,Serves Ice Cream,SERVES ICE CREAM
182657,Rosati's Mkt Hemlock MILK,176 Hemlock Plaza Dr,Hemlock,MI,48626,989-301-0129,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
182660,Rosati's Mkt Prescott IC,1830 E Greenwood Rd,Prescott,MI,48756,989-873-4425,Serves Ice Cream,SERVES ICE CREAM
182650,Rosati's Mkt Prescott MILK,1830 E Greenwood Rd,Prescott,MI,48756,989-873-4425,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
180869,Rosie's Ice Cream and More,34 LAKE ST,Sand Lake,MI,49343-4525,616 636-6000,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
182630,Rotif Company (Sunoco),279 CR 665,Paw Paw,MI,49079-2206,269 370-0942,Milk,MILK
182664,Roxy's Heavenly Scoops,112 S Center St,Bremen,IN,46506,574-301-1367,Sells Ice Cream,SELLS ICE CREAM
182655,RP Oil (Phillips 66),1729 S M-37,Hastings,MI,49058-1768,269 804-3060,Milk,MILK
182374,Ruby's Sandwich Shoppe,110 E Michigan Ave,Paw Paw,MI,49079-4525,269 655-0120,Sells Ice Cream,SELLS ICE CREAM
182376,Rudy's Drive In,4061 Page Ave,Michigan Center,MI,49254-1320,517 764-7839,Serves Soft Serve,SERVES SOFT SERVE
182373,Runway Party Store,4122 W Michigan Ave,Jackson,MI,49202,517-539-5138,Milk,MILK
182379,Ruth Ann's Ice Cream,605 N Scenic Dr,North Muskegon,MI,49445-4525,517-930-2169,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
182385,Ruthie's Dairy Twist,201 N. Bridge St,Bellaire,MI,49615-1818,231 633-4928,Milk,MILK
30194,S.Holland Capt Sundae (KEY #2),247 W. 40th,Holland,MI,49423-4525,616 836-6801,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
195130,Saganing Sagamok Mobil,5537 Huron Rd.,Pinconning,MI,48650-6610,989 846-6703,Milk,MILK
192770,Sales Samples,5850 Balsam,Hudsonville,MI,,,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
190555,Sandy's Donuts,2040 Leonard NW,Grand Rapids,MI,49504,616 453-4259,Milk,MILK
190596,Sandy's Market (GBS P & S LLC),1057 Estey Rd,Beaverton,MI,48612-9725,989 435-9688,Milk,MILK
190597,Sandy Dunes Mini Golf,2755 Port Austin Rd,Port Austin,MI,48467-4525,248 210-6576,Sells Ice Cream,SELLS ICE CREAM
195074,Sandy Pines Cafe ( KEY #66 ),2745 136th Ave,Hopkins,MI,49328-4525,269 808-6354,Milk,MILK
190048,Sanilac County 4-H Teen Shack,210 N Dawson St/Fairgrounds,Sandusky,MI,48416,810-705-0222,Milk,MILK
190728,Saugatuck Drug,201 Butler St,Saugatuck,MI,49453-4525,269 8572300,Serves Soft Serve,SERVES SOFT SERVE
100734,Save A Lot Baldwin,740 Denmark St,Baldwin,MI,49304,231-745-0225,Milk,MILK
30955,SB Chocolate Cafe St Joe,300 State St,St Joseph,MI,49085-4525,269 985-9866,Sells Ice Cream,SELLS ICE CREAM
20087,Biggby #783 Dowagiac,202 W. Prairie Ronde St.,Dowagiac,MI,49047,269 423-2892,Milk,MILK
192590,Scoops - Shepherd,227 W Wright Ave,Shepherd,MI,48883,989-289-6720,Serves Soft Serve,SERVES SOFT SERVE
21892,"Scoops and Smiles, Inc",5820 S. 600E,Knox,IN,46534,574-249-5440,Sells Ice Cream,SELLS ICE CREAM
192573,Scoops Cheboygan,106 S Main St,Cheboygan,MI,49721-4525,231 420-5085,Sells Ice Cream,SELLS ICE CREAM
192583,Scoops Ice Cream Cafe',209 E. Railway St,Coleman,MI,48618-6610,734 788-7781,Sells Ice Cream,SELLS ICE CREAM
192588,Scoops Of Fun,3331 IN-127,Angola,IN,46703-4525,260 319-0633,Sells Ice Cream,SELLS ICE CREAM
192576,Scoopy-Doo's,126 N. Bridge St,DeWitt,MI,48820-1320,517 669-9186,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
190088,Scooters Bean Me Up LLC,15175 N Holly Rd,Holly,MI,48442,248-240-6853,Milk,MILK
190085,Scooters Coffee 28th Street,6432 28th St SE,Cascade,MI,49546,248-565-6650,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
190082,Scooters Coffee Big Rapids,1278 Perry Ave,Big Rapids,MI,49307,248-565-6650,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
190073,Scooters Coffee Brighton,910 W Grand River Ave,Brighton,MI,48116-1428,810 291-2809,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
190074,Scooters Coffee Burton,1242 E Bristol Rd,Burton,MI,48529-1428,810 820-3557,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
190079,Scooters Coffee Commerce Twp,2745 Union Lake Rd,Commerce Twp,MI,48382,248-982-6191,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
190083,Scooters Coffee Kentwood,2380 44th St SE,Kentwood,MI,49508,616-919-4490,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
190087,Scooters Coffee Livonia,19100 Farmington Road,Livonia,MI,48152,517-490-9728,Milk,MILK
190084,Scooters Coffee Plainfield,3150 Plainfield Ave NE,Grand Rapids,MI,49525,248-565-6650,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
190075,Scooters Coffee Plymouth,1490 W Ann Arbor Rd,Plymouth,MI,48170-1428,734 645-8475,Milk,MILK
190077,Scooters Coffee Sterling Hgt,39890 Van Dyke Rd,Sterling Heights,MI,48659,231-735-5149,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
190081,Scooters Coffee Sylvania,3785 King Rd,Toledo,OH,43617,419-517-1354,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
190078,Scooters Coffee Taylor,10025 Telegraph Rd,Taylor,MI,48180,313-429-9119,Milk,MILK
190080,Scooters Coffee Toledo,4023 Talmadge Rd,Toledo,OH,43623,419-469-2739,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
190090,Scooters Malt Shoppe,8399 South 36th Street,Scotts,MI,49088,269-626-8860,Serves Soft Serve,SERVES SOFT SERVE
192220,Sebewaing Market,536 Pine St,Sebewaing,MI,48759-9725,989 545-1183,Milk,MILK
192240,Sewa And Sons (Clark),2080 W. Hyde Rd,St Johns,MI,48879-1818,989 227-7277,Milk,MILK
192245,SGND Marathon,310 East Main St.,Benton Harbor,MI,49022,516 808-3041,Milk,MILK
192253,Shaftsburg Village Market,6840 W Beard Rd,Shaftsburg,MI,48882-1818,517 675-5142,Milk,MILK
192015,Shelby Corner Market,4252 W. Shelby Rd.,Shelby,MI,49455-1768,231 861-0010,Milk,MILK
192333,Shell Station Lakeshore,4559 Red Arrow Hwy,Stevensville,MI,49127-9738,269 4292821,Milk,MILK
192334,Shell Station Napier,1959 E. Napier,Benton Harbor,MI,49022-9738,269 9252925,Milk,MILK
202019,Shephardsville Corner Store,7002 E M21,Ovid,MI,48866-1818,602 373-4663,"Sells Ice Cream, Milk, Serves Ice Cream","SELLS ICE CREAM, MILK, SERVES ICE CREAM"
31887,Shiawassee County Jail,201 E McArthur St,Corunna,MI,48817,,Milk,MILK
192558,Short & Sweet,2008 Greenwood Rd,Prescott,MI,48756,989-220-7452,Serves Soft Serve,SERVES SOFT SERVE
192564,Shorts Rootbeer Stand,378 W Chicago St,Coldwater,MI,49036,517-279-9048,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
192568,Shorty's Ice Cream & Pizza LLC,12024 Cypress,Sand Lake,MI,49343-4525,616 636-5091,Serves Soft Serve,SERVES SOFT SERVE
192385,Sibley Convenience Store,7999 11 Mile Rd.,Bitely,MI,49309-1768,231 742-8203,Milk,MILK
182786,Silver Gas LLC,5748 Round Lake Rd,Laingsburg,MI,48848,517-616-9393,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192545,Silver Hills Campground,7575 W Taylor Rd,Mears,MI,49436,231-873-3976,Serves Soft Serve,SERVES SOFT SERVE
192515,Silver Lake Resort/Campground,1786 N 34th Ave.,Mears,MI,49436-4525,231 873-7199,Milk,MILK
192512,Silver Lake Shore Gas N Go,8214 W Hazel,Mears,MI,49436,231-301-8377,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192787,Silver Point General Store,8447 W. Hazel Rd.,Mears,MI,49436-1768,231 873-0873,Milk,MILK
192514,Silver Scoops Cafe & Creamery,8450 Hazel Rd,Mears,MI,49436-4525,231 769-8747,Serves Soft Serve,SERVES SOFT SERVE
192531,Simply Coffee LLC,809 S. Michigan Ave.,Manton,MI,49663-1768,231 357-2791,Milk,MILK
192518,Sin Fronteras,2437 S Division,Wyoming,MI,49507-1768,616 246-5810,Milk,MILK
220060,Skoops Ice Cream,16830 Robbins Rd,Grand Haven,MI,49417-4525,616 6380642,Serves Soft Serve,SERVES SOFT SERVE
190518,Skys Outlet,100 Woodworth Ave,Alma,MI,48801,989-463-4300,Milk,MILK
190516,Skys Outlet II,1310 Brady St,Chesaning,MI,48616,989-323-2125,Milk,MILK
190517,Skys Outlet III,1256 S Poseyville Rd,Midland,MI,48640,989-631-1330,Milk,MILK
190606,Small Town Scoops,5716 State St,Saginaw,MI,48603,989-332-9094,Sells Ice Cream,SELLS ICE CREAM
190611,Smitty's,218 E. Saginaw,Breckenridge,MI,48615-9725,989 842-5534,Milk,MILK
21397,Smitty's Spec Beverage,1489 Lake Drive SE,Grand Rapids,MI,49506-1768,616 4510640,Milk,MILK
190601,Snack Shack,210 E. Prosper Road,Falmouth,MI,49632-1768,231 826-4199,Milk,MILK
190612,SNK BP,715 W. Michigan Ave.,Three Rivers,MI,49093-1768,616 325-6190,Milk,MILK
192520,Sobie Meats LLC,3450 Remembrance Rd Nw,Walker,MI,49534-2206,616 453-7201,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
190667,Soft Spot,9622 Port Sheldon,Borculo,MI,49464-4525,616 875-7575,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
190705,South Branch General,6386 E. Country Line Rd.,South Branch,MI,48761-6610,989 257-4463,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
190704,South Branch Market,3999 E M72 Hwy,Grayling,MI,49738-6610,989-344-0404,Milk,MILK
190945,South Haven Dairy Bar-Shermans,1601 Phoenix St,South Haven,MI,49090,269-312-3760,Sells Ice Cream,SELLS ICE CREAM
190931,South Haven Family Campground,03403 64th Street,South Haven,MI,49090-4525,269 637-6153,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
190711,South Pier Creamery (KEY #22),407 Phoenix St,South Haven,MI,49090,269 637-5372,Serves Ice Cream,SERVES ICE CREAM
191850,South Westnedge Market,819 S Westnedge,Kalamazoo,MI,49008-7911,269 383-0000,Milk,MILK
191851,Southern Spoon,11332 M-179 Hwy,Middleville,MI,49333,616-745-6221,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
190709,Southside General Store,442 S. Sandusky Rd,Sandusky,MI,48471-9725,810 537-5003,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
190714,Southside Scoops LLC,302 S Broadway,Peru,IN,49670,765-472-4041,Sells Ice Cream,SELLS ICE CREAM
191846,Spagnuolo's Party Store,5746 Clark Rd.,Bath,MI,48808-1818,517 641-6587,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
191876,Spike & Mike,967 E. Fulton,Grand Rapids,MI,49503-2206,616 454-3634,Milk,MILK
192547,Spinners,12837 Lincoln St.,Grand Haven,MI,49417-2206,616 8425410,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192541,Spot Gas Stop LLC,9021 Howard City Edmore Rd.,Vestaburg,MI,48891-2206,989 268-5280,Milk,MILK
191429,"Spring Lake Mini Mart, LLC",17176 W. Spring Lake Rd,Spring Lake,MI,49456,616-296-2040,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
191213,Sprinkle Road BP,3530 Sprinkle Rd,Kalamazoo,MI,49001-2206,269 383-4431,Milk,MILK
191216,Sprinkles Donut  Ada,452 Ada Dr SE Suite 130,Ada,MI,49301-3080,616 797-4320,Milk,MILK
191221,Sprinkles Donut  Holland,62 W Eighth St,Holland,MI,49423,616-377-5263,Milk,MILK
191212,Sprinkles Donut  Hudsonville,6450 28th Ave,Hudsonville,MI,49426-3080,616 797-4320,Milk,MILK
191214,Sprinkles Donut  Rockford,8467 Algoma Ave NE,Rockford,MI,49341-3080,616 797-4320,Milk,MILK
191215,Sprinkles Donut Allendale,11145 68th Ave. Ste A,Allendale,MI,49401-3080,616 986-1413,Milk,MILK
191218,Sprinkles Donut Caledonia,9365A Cherry Valley Ave,Caledonia,MI,49316-3080,616 589-1939,Milk,MILK
191219,Sprinkles Donut Grand Rapids,1237 Leonard,Grand Rapids,MI,49505-3080,616 634-4793,Milk,MILK
191211,Sprinkles Donut Norton Shores,4165 Grand Haven Rd,Norton Shores,MI,49441-3080,231 457-4158,Milk,MILK
191220,Sprinklez DeLight LLC,5657 W Fox Rd,Mears,MI,49436-4525,231 301-8381,Sells Ice Cream,SELLS ICE CREAM
120063,Square Scoop,"1028 Virginia Ave, Ste 100",Indianapolis,IN,46203,317-426-3320,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
191449,SS Gorman's Food Mkt,2800 N Grand River Ave,Lansing,MI,48906,517-321-4944,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
191051,St. Charles Oil Co.,635 N. Saginaw Rd.,St Charles,MI,48655-9725,989 865-6371,Milk,MILK
191198,St. Joseph County 4-H Youth,612 East Main St.,Centreville,MI,49032-2206,269 506-0199,Milk,MILK
190153,St. Louis Marathon,705 E Washington St,St Louis,MI,48880-1818,989 681-2926,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
191052,St. Mary - The Ark,103 W. Main St.,Westphalia,MI,48894-1320,989 526-3617,Serves Soft Serve,SERVES SOFT SERVE
192779,Station 66 LLC,4588 D Drive South,Battle Creek,MI,49015-4525,269 979-5766,Milk,MILK
191065,Stoney Lake Lutheran,7898 W. Stoney Lake Road,New Era,MI,49446-9613,231 8614138,Milk,MILK
191091,Stoney Lake Store,4724 S. Scenic Dr,Shelby,MI,49455-2206,231 861-4412,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
191085,Stop & Shop,5008 S MLK Jr Blvd,Lansing,MI,48910,517-318-6940,Milk,MILK
191087,Stop n Go,15610 E.13 Mile,Roseville,MI,48066-2143,586 945-0818,Sells Ice Cream,SELLS ICE CREAM
191090,Story's Meats & Deli,11761 Northland Dr.  NE,Rockford,MI,49341-2206,616 696-8862,"Sells Ice Cream, Milk, Serves Ice Cream","SELLS ICE CREAM, MILK, SERVES ICE CREAM"
191066,Stoyanna's,5031 Brooklyn Rd,Jackson,MI,49201-1320,517 240-5261,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
80305,Stray's General LLC,14150 Cypress Ave,Sand Lake,MI,49343,616-636-1185,Milk,MILK
190550,Sugar Rush Sweets,925 S. Main Street -G3,Frankenmuth,MI,48734,989-652-2578,Sells Ice Cream,SELLS ICE CREAM
190526,Sully's Sweet Shop #1,317 E. Central Ave.,Mackinaw City,MI,49701-1818,989 737-3333,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
190544,Sully's Sweet Shop #2,260 S. Huron Ave.@ THE CRSNGS,Mackinaw City,MI,49701-1818,989 737-3333,Serves Soft Serve,SERVES SOFT SERVE
198246,Sun Up Foodmart,1604 E. Superior St.,Alma,MI,48801-1818,989 463-5272,Milk,MILK
190560,Sundae's Afternoon,406 Center St,Omer,MI,48749,989-653-2043,Sells Ice Cream,SELLS ICE CREAM
190557,Sundaes At The Park (KEY #84),182 N. State St,Sparta,MI,49345-4525,616 299-4625,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
190628,Sunoco 32 Mile Rd,16567 32 Mile Rd.,Armada Park,MI,48005-2206,248-982-5031,Milk,MILK
190143,Sunrise #36 Midland,3001 Bay City Rd,Midland,MI,48642-9725,989-496-9525,Milk,MILK
190144,Sunrise #62 Bay City,1100 S. Euclid Ave,Bay City,MI,48706-2902,(989) 686-0170,Milk,MILK
192356,Super Cone Cafe,304 E McNeil,Corunna,MI,48817,989-720-1290,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
192368,Super Flite Oil- Middle Branch,12723 M-115,Marion,MI,49665-2206,989 798-0647,Milk,MILK
190028,Super La Esmeralda (KEY #46 ),1633 28th St SW Suite J,Wyoming,MI,49519-2206,616 708-7499,Milk,MILK
190025,Super Mercado Chicago Dr.,1160 Chicago Dr. SW,Grand Rapids,MI,49509-2206,616 2457443,Milk,MILK
190026,Super Mercado Division,3375 S. Division Ave STE A,Wyoming,MI,49548-2206,616 633-9447,Milk,MILK
192371,Super Stop,2390 W Sherman,Muskegon,MI,49441-2206,231 638-7065,Milk,MILK
198238,"Supermercado San Jose, LLC",3778 Alpine Ave NW,Comstock Park,MI,49321-5394,616 265-5382,Milk,MILK
190583,Swamper's,14360 S. Grange,Eagle,MI,48822-1818,517 627-9135,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
190591,Swan Lake Store LLC,658 42nd St.,Allegan,MI,49010-2206,269 521-6510,Milk,MILK
190564,Sweet B's Ice Cream,"2038 Cass Lake Rd, Ste 9",Keego Harbor,MI,48320,810-962-0135,Serves Soft Serve,SERVES SOFT SERVE
190569,Sweet Rewards (KEY #87 ),6969 S Division,Grand Rapids,MI,49508-4525,616 893-2202,Serves Soft Serve,SERVES SOFT SERVE
198256,Sweet Sensation of Holt,1963 Cedar St,Holt,MI,48842,517-694-6922,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
190565,Sweet Serendipity LLC (KEY #27,101 S First St,Edmore,MI,48829-4525,989 427-3119,Serves Soft Serve,SERVES SOFT SERVE
40203,Sweet Temptations Allegan,815 Marshall St,Allegan,MI,49010-4525,269 806-9831,Serves Soft Serve,SERVES SOFT SERVE
198232,Sweetfern Cafe & Emporium Inc,7595 W 5 Mile Rd,Irons,MI,49644-2206,231 690-3362,"Sells Ice Cream, Milk, Serves Ice Cream","SELLS ICE CREAM, MILK, SERVES ICE CREAM"
198263,Sweets On Main (KEY #111),123 W Main Street,Ft Wayne,IN,46802,260-424-0244,Sells Ice Cream,SELLS ICE CREAM
202021,Tacon Madre,3501 S Division,Wyoming,MI,49548-4525,616 218-5495,Serves Soft Serve,SERVES SOFT SERVE
202029,Tailgaters Delta,4930 S Creyts Rd,Lansing,MI,48917,517-657-1144,Milk,MILK
202028,Tailgaters Holt,3517 Holt Rd,Holt,MI,48842,517-709-3230,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
202030,Tailgaters LLC,3955 Ernest Way,Lansing,MI,48906,517-730-1670,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
202031,Talking Bear Eats,203 N Michigan St #1,Plymouth,IN,46563,574-784-1004,Sells Ice Cream,SELLS ICE CREAM
131318,Tastee Treat - Fennville,744 East Main Street,Fennville,MI,49408-4525,269 561-2236,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
201253,Tastee Twirl (KEY #108 ),220 S. Broadway,Cassopolis,MI,49031-4525,269 445-3837,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
201256,Tasty Creationz,8547 Silver Lake Rd,Mears,MI,49436-4525,231 873-1010,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
200970,Tawas Pharmacy LLC,306 W Lake Street,Tawas City,MI,48763-3080,989 362-3311,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
200989,Taylor's Dairy Store,717 Main St,Elwood,IN,46036,765-552-8019,Sells Ice Cream,SELLS ICE CREAM
200986,Taylor Bridge Hot Spot,123 N Division,Hesperia,MI,49421-4525,231 854-2200,Sells Ice Cream,SELLS ICE CREAM
200657,"Ten 31 Stop, LLC",460 W US 10,Scottville,MI,49454,231-936-1009,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
200219,That Early Bird,1445 Lake Drive,Grand Rapids,MI,49506-3080,616 808-1309,Milk,MILK
21893,The Barking Cow,103 W. Elm St,Gaston,IN,47342,765-351-6050,Serves Soft Serve,SERVES SOFT SERVE
22489,The Bear Store,6787 M-65,Hale,MI,48739-6610,989 728-9981,Milk,MILK
21377,The Big Dipper,902 Mill St,Crawfordsville,IN,47933,765-361-1829,Serves Soft Serve,SERVES SOFT SERVE
21375,The Bitterend Coffee House,752 Fulton St W,Grand Rapids,MI,49504,616-451-6061,Milk,MILK
22772,The Burger Joint,312 N Main St,Milford,MI,48381-4525,248 685-9263,Milk,MILK
30965,"The Chill Zone, LLC",4450 Main St,Port Hope,MI,48468,810-300-8223,Milk,MILK
30821,The Coin Slot,346 E Front Street,Traverse City,MI,49684,231-642-5661,Serves Soft Serve,SERVES SOFT SERVE
40204,The Cone Shoppe ( KEY #82 ),1225 Michigan NE,Grand Rapids,MI,49503-4525,616 540-6709,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
30410,The Cool Spot - Just Chillaxin,306 Main St,Frankfort,MI,49635-1818,231 352-7312,Serves Soft Serve,SERVES SOFT SERVE
30995,The Corner Cone,201 West Jefferson St,Grand Ledge,MI,48837-1320,517 282-5462,"Sells Ice Cream, Serves Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES ICE CREAM, SERVES SOFT SERVE"
31015,The Corner Cup Coffeehouse,2963 Arthur Rd,Remus,MI,49340,989-506-6351,Milk,MILK
30996,The Corner Spot Pizza & IC,5951 Marsh Rd,Haslett,MI,48840,517-214-6564,Sells Ice Cream,SELLS ICE CREAM
32577,The Custard Parlor,27726 Plymouth Rd,Livonia,MI,48127-2143,313 329-9266,Sells Ice Cream,SELLS ICE CREAM
42005,The Daily Scoop Ice Cream Shop,350 S. Jefferson St,Mason,MI,48854-4525,517 244-1170,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
40239,The Dairy Den,750 E Grand River Rd,Laingsburg,MI,48848,517-919-1258,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
40231,The Dairy House - Freeland,200 King St,Freeland,MI,48623-1695,989-213-2749,Milk,MILK
40230,The Dairy Lodge,405 N Division Street,Traverse City,MI,49685-1818,231 499-5625,Serves Soft Serve,SERVES SOFT SERVE
200401,The Dam Store,1879 W. River Rd.,Oscoda,MI,48750-6610,989 739-9979,Milk,MILK
41779,The Depot - South Haven,555 Dyckman Ave,South Haven,MI,49090,269-639-8045,Serves Ice Cream,SERVES ICE CREAM
41780,The Depot,362 Lake George St,Lake George,MI,48633-9725,989 588-6557,Milk,MILK
40212,The Farm At Apple Acres,2282 E Salzburg Rd,Bay City,MI,48706-3080,989 200-3619,Sells Ice Cream,SELLS ICE CREAM
122548,The Food Mafia LLC,1602 N Mitchell St,Cadillac,MI,49601-1818,231 884-8195,Serves Soft Serve,SERVES SOFT SERVE
200598,The Freezer,1034 N. Saginaw St,St Charles,MI,48655-6610,989 942-0104,Serves Soft Serve,SERVES SOFT SERVE
71507,The Golf Center,2280 E. Broomfield Rd,Mt Pleasant,MI,48858-1320,989 772-0156,"Sells Ice Cream, Serves Ice Cream","SELLS ICE CREAM, SERVES ICE CREAM"
80553,The Horton Hop,7434 Moscow Rd,Horton,MI,49246-1818,517 250-4592,Serves Soft Serve,SERVES SOFT SERVE
